# BCOD Simulator export
# Steps: 547
# Stop reason: goal_completed
# Sim Hz: 12
# Axis convention: north=pos.z, east=pos.x, up=pos.y
time,north,east,height,surge,sway,heave,heading,roll,pitch,yaw_rate,roll_rate,pitch_rate,total_accel_n,total_accel_e,total_accel_up,yaw_accel,speed,total_energy,last_total_cost
43209.9167,24.1205,23.0906,-0.0926,1.6896,0.7921,0.0000,0.120931,0.021173,-0.014163,-0.316684,-0.003774,0.000390,0.091073,0.243978,0.000000,0.171904,1.8660,57.9888,0.487321
43210.0000,24.2625,23.1556,-0.0926,1.7192,0.7679,0.0000,0.095237,0.020798,-0.014035,-0.300358,-0.004499,0.001528,0.120662,0.223120,0.000000,0.182208,1.8829,58.4768,0.487952
43210.0833,24.4070,23.2186,-0.0926,1.7495,0.7435,0.0000,0.070929,0.020369,-0.013826,-0.283425,-0.005146,0.002510,0.149327,0.200964,0.000000,0.189412,1.9009,58.9654,0.488635
43210.1667,24.5541,23.2795,-0.0926,1.7804,0.7189,0.0000,0.048047,0.019893,-0.013548,-0.266134,-0.005713,0.003336,0.176506,0.177859,0.000000,0.193752,1.9201,59.4548,0.489367
43210.2500,24.7038,23.3384,-0.0926,1.8112,0.6942,0.0000,0.026611,0.019376,-0.013214,-0.248707,-0.006200,0.004011,0.194463,0.153878,0.000000,0.195609,1.9397,59.9449,0.490125
43210.3333,24.8560,23.3952,-0.0926,1.8414,0.6695,0.0000,0.006625,0.018825,-0.012835,-0.231331,-0.006611,0.004540,0.204534,0.129771,0.000000,0.195358,1.9593,60.4358,0.490890
43210.4167,25.0106,23.4500,-0.0926,1.8704,0.6449,0.0000,-0.011922,0.018246,-0.012424,-0.214164,-0.006948,0.004933,0.208421,0.106115,0.000000,0.193347,1.9785,60.9274,0.491644
43210.5000,25.1676,23.5027,-0.0926,1.8980,0.6206,0.0000,-0.029059,0.017645,-0.011991,-0.197464,-0.007215,0.005200,0.207408,0.083460,0.000000,0.188381,1.9969,61.4198,0.492376
43210.5833,25.3269,23.5534,-0.0926,1.9240,0.5965,0.0000,-0.044834,0.017027,-0.011545,-0.181458,-0.007418,0.005355,0.202546,0.062219,0.000000,0.180836,2.0144,61.9129,0.493076
43210.6667,25.4882,23.6021,-0.0926,1.9482,0.5729,0.0000,-0.059311,0.016397,-0.011094,-0.166281,-0.007561,0.005411,0.194748,0.042628,0.000000,0.171739,2.0307,62.4066,0.493738
43210.7500,25.6515,23.6489,-0.0926,1.9706,0.5498,0.0000,-0.072562,0.015759,-0.010645,-0.152001,-0.007650,0.005382,0.184795,0.024792,0.000000,0.161845,2.0459,62.9010,0.494356
43210.8333,25.8166,23.6938,-0.0926,1.9912,0.5273,0.0000,-0.084661,0.015118,-0.010205,-0.138639,-0.007691,0.005282,0.173352,0.008719,0.000000,0.151702,2.0598,63.3959,0.494928
43210.9167,25.9833,23.7368,-0.0926,2.0099,0.5054,0.0000,-0.095686,0.014478,-0.009778,-0.126182,-0.007689,0.005123,0.160972,-0.005650,0.000000,0.141691,2.0725,63.8913,0.495451
43211.0000,26.1515,23.7780,-0.0926,2.0268,0.4843,0.0000,-0.105711,0.013840,-0.009368,-0.114596,-0.007649,0.004919,0.148111,-0.018426,0.000000,0.132062,2.0839,64.3873,0.495926
43211.0833,26.3210,23.8175,-0.0926,2.0421,0.4639,0.0000,-0.114804,0.013209,-0.008978,-0.103828,-0.007577,0.004680,0.135142,-0.029726,0.000000,0.123008,2.0941,64.8836,0.496353
43211.1667,26.4918,23.8554,-0.0926,2.0557,0.4442,0.0000,-0.123033,0.012586,-0.008610,-0.093818,-0.007476,0.004416,0.122362,-0.039694,0.000000,0.114633,2.1032,65.3803,0.496733
43211.2500,26.6636,23.8916,-0.0926,2.0678,0.4253,0.0000,-0.130457,0.011973,-0.008266,-0.084500,-0.007351,0.004137,0.110002,-0.048479,0.000000,0.106991,2.1111,65.8774,0.497068
43211.3333,26.8364,23.9263,-0.0926,2.0785,0.4072,0.0000,-0.137132,0.011373,-0.007945,-0.075806,-0.007206,0.003850,0.098237,-0.056228,0.000000,0.100099,2.1181,66.3748,0.497361
43211.4167,27.0100,23.9595,-0.0926,2.0879,0.3899,0.0000,-0.143105,0.010786,-0.007648,-0.067671,-0.007044,0.003561,0.087196,-0.063084,0.000000,0.093948,2.1240,66.8724,0.497615
43211.5000,27.1843,23.9913,-0.0926,2.0961,0.3734,0.0000,-0.148423,0.010213,-0.007375,-0.060030,-0.006868,0.003276,0.076967,-0.069177,0.000000,0.088512,2.1291,67.3702,0.497832
43211.5833,27.3593,24.0218,-0.0926,2.1033,0.3576,0.0000,-0.153122,0.009657,-0.007125,-0.052823,-0.006682,0.002999,0.067603,-0.074629,0.000000,0.083752,2.1335,67.8682,0.498017
43211.6667,27.5348,24.0509,-0.0926,2.1094,0.3426,0.0000,-0.157236,0.009116,-0.006897,-0.045994,-0.006486,0.002733,0.059132,-0.079549,0.000000,0.079625,2.1371,68.3664,0.498171
43211.7500,27.7108,24.0789,-0.0926,2.1147,0.3284,0.0000,-0.160796,0.008592,-0.006691,-0.039489,-0.006284,0.002481,0.051560,-0.084033,0.000000,0.076081,2.1401,68.8647,0.498299
43211.8333,27.8872,24.1057,-0.0926,2.1192,0.3149,0.0000,-0.163825,0.008086,-0.006504,-0.033261,-0.006078,0.002244,0.044873,-0.088167,0.000000,0.073071,2.1425,69.3631,0.498404
43211.9167,28.0640,24.1314,-0.0926,2.1231,0.3021,0.0000,-0.166345,0.007597,-0.006335,-0.027267,-0.005868,0.002025,0.039049,-0.092025,0.000000,0.070547,2.1445,69.8616,0.498488
43212.0000,28.2410,24.1561,-0.0926,2.1264,0.2900,0.0000,-0.168374,0.007125,-0.006183,-0.021467,-0.005657,0.001823,0.034050,-0.095671,0.000000,0.068462,2.1460,70.3602,0.498555
43212.0833,28.4184,24.1798,-0.0926,2.1291,0.2787,0.0000,-0.169927,0.006671,-0.006046,-0.015826,-0.005446,0.001639,0.029835,-0.099160,0.000000,0.066774,2.1473,70.8588,0.498608
43212.1667,28.5959,24.2025,-0.0926,2.1314,0.2680,0.0000,-0.171015,0.006235,-0.005924,-0.010312,-0.005236,0.001472,0.026356,-0.102538,0.000000,0.065441,2.1482,71.3574,0.498649
43212.2500,28.7736,24.2245,-0.0926,2.1334,0.2581,0.0000,-0.171648,0.005816,-0.005813,-0.004896,-0.005027,0.001324,0.023565,-0.105845,0.000000,0.064427,2.1490,71.8561,0.498681
43212.3333,28.9514,24.2456,-0.0926,2.1351,0.2488,0.0000,-0.171833,0.005414,-0.005714,0.000446,-0.004821,0.001192,0.021411,-0.109114,0.000000,0.063700,2.1495,72.3548,0.498705
43212.4167,29.1294,24.2659,-0.0926,2.1365,0.2401,0.0000,-0.171575,0.005030,-0.005624,0.005738,-0.004619,0.001078,0.019843,-0.112372,0.000000,0.063222,2.1500,72.8535,0.498724
43212.5000,29.3075,24.2856,-0.0926,2.1378,0.2321,0.0000,-0.170878,0.004661,-0.005543,0.010990,-0.004422,0.000979,0.018804,-0.115628,0.000000,0.062857,2.1504,73.3523,0.498740
43212.5833,29.4857,24.3046,-0.0926,2.1389,0.2248,0.0000,-0.169751,0.004309,-0.005468,0.016059,-0.004230,0.000895,0.018141,-0.118685,0.000000,0.060846,2.1507,73.8510,0.498755
43212.6667,29.6640,24.3231,-0.0926,2.1399,0.2181,0.0000,-0.168214,0.003972,-0.005399,0.020838,-0.004043,0.000826,0.017735,-0.121397,0.000000,0.057571,2.1510,74.3498,0.498768
43212.7500,29.8424,24.3410,-0.0926,2.1409,0.2121,0.0000,-0.166294,0.003650,-0.005335,0.025246,-0.003864,0.000770,0.017494,-0.123658,0.000000,0.053357,2.1513,74.8486,0.498782
43212.8333,30.0208,24.3585,-0.0926,2.1417,0.2066,0.0000,-0.164025,0.003342,-0.005274,0.029226,-0.003692,0.000728,0.017354,-0.125400,0.000000,0.048482,2.1517,75.3474,0.498797
43212.9167,30.1993,24.3755,-0.0926,2.1426,0.2016,0.0000,-0.161445,0.003048,-0.005216,0.032742,-0.003528,0.000699,0.017267,-0.126586,0.000000,0.043180,2.1520,75.8462,0.498812
43213.0000,30.3779,24.3921,-0.0926,2.1434,0.1972,0.0000,-0.158591,0.002767,-0.005159,0.035775,-0.003373,0.000682,0.017203,-0.127200,0.000000,0.037644,2.1524,76.3450,0.498829
43213.0833,30.5565,24.4083,-0.0926,2.1441,0.1932,0.0000,-0.155506,0.002498,-0.005103,0.038320,-0.003228,0.000678,0.017144,-0.127247,0.000000,0.032033,2.1528,76.8439,0.498846
43213.1667,30.7352,24.4243,-0.0926,2.1449,0.1897,0.0000,-0.152228,0.002240,-0.005046,0.040383,-0.003093,0.000686,0.017078,-0.126743,0.000000,0.026477,2.1533,77.3427,0.498865
43213.2500,30.9140,24.4400,-0.0926,2.1456,0.1865,0.0000,-0.148799,0.001993,-0.004987,0.041978,-0.002970,0.000707,0.017004,-0.125720,0.000000,0.021078,2.1537,77.8416,0.498885
43213.3333,31.0928,24.4554,-0.0926,2.1464,0.1837,0.0000,-0.145255,0.001754,-0.004925,0.043127,-0.002857,0.000739,0.016920,-0.124213,0.000000,0.015915,2.1542,78.3405,0.498907
43213.4167,31.2717,24.4706,-0.0926,2.1471,0.1812,0.0000,-0.141634,0.001525,-0.004860,0.043856,-0.002756,0.000783,0.016832,-0.122266,0.000000,0.011046,2.1548,78.8394,0.498930
43213.5000,31.4507,24.4856,-0.0926,2.1479,0.1790,0.0000,-0.137968,0.001303,-0.004790,0.044195,-0.002667,0.000838,0.016741,-0.119923,0.000000,0.006514,2.1553,79.3384,0.498953
43213.5833,31.6297,24.5004,-0.0926,2.1486,0.1771,0.0000,-0.134289,0.001087,-0.004715,0.044178,-0.002590,0.000905,0.016654,-0.117231,0.000000,0.002348,2.1559,79.8374,0.498979
43213.6667,31.8088,24.5151,-0.0926,2.1494,0.1753,0.0000,-0.130625,0.000876,-0.004633,0.043836,-0.002524,0.000981,0.016573,-0.114238,0.000000,-0.001437,2.1565,80.3364,0.499005
43213.7500,31.9879,24.5297,-0.0926,2.1501,0.1737,0.0000,-0.127001,0.000671,-0.004544,0.043206,-0.002470,0.001067,0.016501,-0.110989,0.000000,-0.004836,2.1571,80.8354,0.499032
43213.8333,32.1672,24.5441,-0.0926,2.1509,0.1723,0.0000,-0.123441,0.000468,-0.004447,0.042320,-0.002426,0.001162,0.016440,-0.107528,0.000000,-0.007849,2.1578,81.3345,0.499061
43213.9167,32.3464,24.5584,-0.0926,2.1517,0.1709,0.0000,-0.119964,0.000269,-0.004342,0.041212,-0.002394,0.001265,0.016391,-0.103898,0.000000,-0.010485,2.1585,81.8336,0.499091
43214.0000,32.5258,24.5726,-0.0926,2.1525,0.1697,0.0000,-0.116587,0.000071,-0.004227,0.039913,-0.002371,0.001374,0.016352,-0.100138,0.000000,-0.012758,2.1592,82.3327,0.499123
43214.0833,32.7052,24.5867,-0.0926,2.1534,0.1686,0.0000,-0.113325,-0.000125,-0.004103,0.038455,-0.002357,0.001490,0.016322,-0.096284,0.000000,-0.014684,2.1600,82.8318,0.499155
43214.1667,32.8847,24.6007,-0.0926,2.1543,0.1675,0.0000,-0.110190,-0.000321,-0.003969,0.036865,-0.002351,0.001610,0.016297,-0.092371,0.000000,-0.016285,2.1608,83.3310,0.499189
43214.2500,33.0642,24.6146,-0.0926,2.1552,0.1664,0.0000,-0.107191,-0.000517,-0.003824,0.035171,-0.002353,0.001733,0.016274,-0.088428,0.000000,-0.017581,2.1616,83.8303,0.499225
43214.3333,33.2439,24.6284,-0.0926,2.1561,0.1653,0.0000,-0.104338,-0.000714,-0.003670,0.033396,-0.002361,0.001858,0.016249,-0.084484,0.000000,-0.018597,2.1624,84.3295,0.499261
43214.4167,33.4236,24.6421,-0.0926,2.1570,0.1643,0.0000,-0.101634,-0.000912,-0.003504,0.031562,-0.002374,0.001984,0.016219,-0.080563,0.000000,-0.019355,2.1633,84.8288,0.499299
43214.5000,33.6034,24.6558,-0.0926,2.1580,0.1632,0.0000,-0.099085,-0.001111,-0.003329,0.029691,-0.002392,0.002109,0.016179,-0.076687,0.000000,-0.019880,2.1642,85.3282,0.499337
43214.5833,33.7833,24.6693,-0.0926,2.1590,0.1622,0.0000,-0.096692,-0.001312,-0.003143,0.027800,-0.002413,0.002232,0.016124,-0.072874,0.000000,-0.020196,2.1651,85.8275,0.499377
43214.6667,33.9632,24.6828,-0.0926,2.1600,0.1611,0.0000,-0.094458,-0.001515,-0.002947,0.025904,-0.002436,0.002351,0.016052,-0.069142,0.000000,-0.020325,2.1660,86.3269,0.499417
43214.7500,34.1433,24.6962,-0.0926,2.1611,0.1600,0.0000,-0.092380,-0.001720,-0.002741,0.024020,-0.002461,0.002466,0.015959,-0.065503,0.000000,-0.020289,2.1670,86.8264,0.499459
43214.8333,34.3234,24.7095,-0.0926,2.1621,0.1588,0.0000,-0.090459,-0.001927,-0.002526,0.022157,-0.002486,0.002576,0.015843,-0.061970,0.000000,-0.020110,2.1680,87.3259,0.499501
43214.9167,34.5036,24.7227,-0.0926,2.1632,0.1576,0.0000,-0.088691,-0.002137,-0.002303,0.020328,-0.002511,0.002678,0.015701,-0.058552,0.000000,-0.019807,2.1689,87.8255,0.499543
43215.0000,34.6839,24.7357,-0.0926,2.1643,0.1564,0.0000,-0.087074,-0.002348,-0.002072,0.018541,-0.002534,0.002773,0.015533,-0.055257,0.000000,-0.019399,2.1699,88.3250,0.499586
43215.0833,34.8643,24.7487,-0.0926,2.1654,0.1551,0.0000,-0.085604,-0.002561,-0.001834,0.016803,-0.002555,0.002859,0.015337,-0.052090,0.000000,-0.018904,2.1709,88.8247,0.499629
43215.1667,35.0448,24.7616,-0.0926,2.1665,0.1538,0.0000,-0.084276,-0.002775,-0.001589,0.015120,-0.002573,0.002935,0.015113,-0.049056,0.000000,-0.018336,2.1719,89.3243,0.499672
43215.2500,35.2254,24.7743,-0.0926,2.1676,0.1524,0.0000,-0.083085,-0.002991,-0.001339,0.013498,-0.002587,0.003001,0.014862,-0.046158,0.000000,-0.017711,2.1729,89.8241,0.499715
43215.3333,35.4061,24.7870,-0.0926,2.1686,0.1509,0.0000,-0.082027,-0.003207,-0.001085,0.011939,-0.002597,0.003055,0.014585,-0.043396,0.000000,-0.017042,2.1739,90.3238,0.499758
43215.4167,35.5869,24.7995,-0.0926,2.1697,0.1495,0.0000,-0.081097,-0.003424,-0.000827,0.010445,-0.002602,0.003098,0.014282,-0.040771,0.000000,-0.016340,2.1749,90.8236,0.499800
43215.5000,35.7677,24.8119,-0.0926,2.1708,0.1479,0.0000,-0.080287,-0.003641,-0.000566,0.009020,-0.002602,0.003129,0.013957,-0.038283,0.000000,-0.015616,2.1758,91.3235,0.499842
43215.5833,35.9487,24.8241,-0.0926,2.1719,0.1463,0.0000,-0.079594,-0.003857,-0.000304,0.007663,-0.002595,0.003147,0.013610,-0.035930,0.000000,-0.014879,2.1768,91.8233,0.499884
43215.6667,36.1297,24.8363,-0.0926,2.1729,0.1447,0.0000,-0.079010,-0.004072,-0.000041,0.006375,-0.002582,0.003153,0.013245,-0.033709,0.000000,-0.014138,2.1777,92.3233,0.499924
43215.7500,36.3108,24.8483,-0.0926,2.1739,0.1430,0.0000,-0.078532,-0.004286,0.000221,0.005155,-0.002563,0.003145,0.012863,-0.031617,0.000000,-0.013399,2.1786,92.8232,0.499964
43215.8333,36.4920,24.8601,-0.0926,2.1749,0.1413,0.0000,-0.078151,-0.004497,0.000482,0.004003,-0.002537,0.003125,0.012468,-0.029651,0.000000,-0.012669,2.1795,93.3232,0.500003
43215.9167,36.6733,24.8718,-0.0926,2.1759,0.1395,0.0000,-0.077864,-0.004706,0.000739,0.002916,-0.002505,0.003092,0.012063,-0.027807,0.000000,-0.011952,2.1804,93.8233,0.500041
43216.0000,36.8547,24.8834,-0.0926,2.1769,0.1377,0.0000,-0.077665,-0.004911,0.000993,0.001893,-0.002465,0.003046,0.011649,-0.026081,0.000000,-0.011253,2.1812,94.3233,0.500078
43216.0833,37.0361,24.8948,-0.0926,2.1778,0.1359,0.0000,-0.077549,-0.005113,0.001242,0.000931,-0.002418,0.002987,0.011230,-0.024467,0.000000,-0.010576,2.1821,94.8235,0.500114
43216.1667,37.2176,24.9060,-0.0926,2.1787,0.1340,0.0000,-0.077510,-0.005310,0.001485,0.000030,-0.002364,0.002916,0.010808,-0.022961,0.000000,-0.009923,2.1829,95.3236,0.500149
43216.2500,37.3992,24.9171,-0.0926,2.1796,0.1320,0.0000,-0.077543,-0.005502,0.001721,-0.000815,-0.002303,0.002833,0.010386,-0.021559,0.000000,-0.009297,2.1836,95.8238,0.500183
43216.3333,37.5809,24.9280,-0.0926,2.1805,0.1301,0.0000,-0.077645,-0.005688,0.001950,-0.001605,-0.002235,0.002739,0.009966,-0.020254,0.000000,-0.008698,2.1844,96.3240,0.500215
43216.4167,37.7627,24.9388,-0.0926,2.1813,0.1281,0.0000,-0.077810,-0.005868,0.002169,-0.002343,-0.002160,0.002633,0.009550,-0.019042,0.000000,-0.008129,2.1851,96.8243,0.500246
43216.5000,37.9445,24.9494,-0.0926,2.1821,0.1260,0.0000,-0.078035,-0.006041,0.002379,-0.003033,-0.002078,0.002516,0.009140,-0.017919,0.000000,-0.007589,2.1858,97.3245,0.500276
43216.5833,38.1263,24.9598,-0.0926,2.1829,0.1240,0.0000,-0.078316,-0.006207,0.002578,-0.003676,-0.001990,0.002389,0.008738,-0.016878,0.000000,-0.007079,2.1864,97.8248,0.500305
43216.6667,38.3083,24.9700,-0.0926,2.1837,0.1219,0.0000,-0.078648,-0.006365,0.002765,-0.004276,-0.001896,0.002252,0.008345,-0.015915,0.000000,-0.006600,2.1871,98.3252,0.500332
43216.7500,38.4903,24.9801,-0.0926,2.1844,0.1198,0.0000,-0.079028,-0.006515,0.002941,-0.004835,-0.001796,0.002106,0.007962,-0.015025,0.000000,-0.006150,2.1877,98.8255,0.500359
43216.8333,38.6724,24.9900,-0.0926,2.1851,0.1176,0.0000,-0.079453,-0.006656,0.003103,-0.005357,-0.001690,0.001952,0.007591,-0.014203,0.000000,-0.005731,2.1882,99.3259,0.500384
43216.9167,38.8545,24.9997,-0.0926,2.1857,0.1154,0.0000,-0.079920,-0.006787,0.003253,-0.005843,-0.001579,0.001789,0.007233,-0.013445,0.000000,-0.005340,2.1888,99.8263,0.500408
43217.0000,39.0366,25.0092,-0.0926,2.1864,0.1132,0.0000,-0.080427,-0.006909,0.003388,-0.006296,-0.001463,0.001620,0.006887,-0.012746,0.000000,-0.004977,2.1893,100.3268,0.500431
43217.0833,39.2189,25.0186,-0.0926,2.1870,0.1110,0.0000,-0.080969,-0.007021,0.003508,-0.006719,-0.001343,0.001443,0.006556,-0.012102,0.000000,-0.004641,2.1898,100.8272,0.500453
43217.1667,39.4011,25.0277,-0.0926,2.1876,0.1088,0.0000,-0.081546,-0.007122,0.003613,-0.007114,-0.001218,0.001261,0.006238,-0.011509,0.000000,-0.004331,2.1903,101.3277,0.500474
43217.2500,39.5835,25.0367,-0.0926,2.1882,0.1065,0.0000,-0.082155,-0.007213,0.003702,-0.007483,-0.001089,0.001074,0.005935,-0.010963,0.000000,-0.004047,2.1908,101.8282,0.500494
43217.3333,39.7658,25.0455,-0.0926,2.1887,0.1042,0.0000,-0.082793,-0.007293,0.003776,-0.007829,-0.000957,0.000883,0.005645,-0.010460,0.000000,-0.003786,2.1912,102.3287,0.500513
43217.4167,39.9483,25.0541,-0.0926,2.1892,0.1019,0.0000,-0.083460,-0.007361,0.003833,-0.008153,-0.000821,0.000687,0.005370,-0.009996,0.000000,-0.003548,2.1916,102.8292,0.500532
43217.5000,40.1307,25.0624,-0.0926,2.1897,0.0995,0.0000,-0.084152,-0.007418,0.003874,-0.008458,-0.000683,0.000489,0.005109,-0.009569,0.000000,-0.003332,2.1920,103.3298,0.500549
43217.5833,40.3132,25.0706,-0.0926,2.1902,0.0972,0.0000,-0.084869,-0.007463,0.003898,-0.008745,-0.000543,0.000288,0.004862,-0.009174,0.000000,-0.003137,2.1924,103.8303,0.500565
43217.6667,40.4957,25.0786,-0.0926,2.1907,0.0948,0.0000,-0.085610,-0.007497,0.003905,-0.009016,-0.000400,0.000086,0.004628,-0.008808,0.000000,-0.002962,2.1927,104.3309,0.500581
43217.7500,40.6783,25.0864,-0.0926,2.1911,0.0924,0.0000,-0.086372,-0.007518,0.003895,-0.009273,-0.000257,-0.000117,0.004408,-0.008470,0.000000,-0.002805,2.1931,104.8315,0.500596
43217.8333,40.8609,25.0940,-0.0926,2.1916,0.0900,0.0000,-0.087155,-0.007528,0.003869,-0.009518,-0.000112,-0.000320,0.004200,-0.008155,0.000000,-0.002667,2.1934,105.3321,0.500610
43217.9167,41.0436,25.1014,-0.0926,2.1920,0.0876,0.0000,-0.087959,-0.007525,0.003825,-0.009751,0.000033,-0.000522,0.004004,-0.007860,0.000000,-0.002545,2.1937,105.8327,0.500624
43218.0000,41.2263,25.1086,-0.0926,2.1924,0.0851,0.0000,-0.088781,-0.007510,0.003765,-0.009975,0.000179,-0.000723,0.003820,-0.007585,0.000000,-0.002441,2.1940,106.3334,0.500637
43218.0833,41.4090,25.1156,-0.0926,2.1927,0.0827,0.0000,-0.089621,-0.007483,0.003688,-0.010191,0.000324,-0.000922,0.003648,-0.007325,0.000000,-0.002352,2.1943,106.8340,0.500650
43218.1667,41.5917,25.1224,-0.0926,2.1931,0.0802,0.0000,-0.090479,-0.007444,0.003595,-0.010400,0.000469,-0.001119,0.003486,-0.007078,0.000000,-0.002278,2.1946,107.3347,0.500662
43218.2500,41.7745,25.1290,-0.0926,2.1935,0.0777,0.0000,-0.091355,-0.007393,0.003486,-0.010603,0.000613,-0.001312,0.003336,-0.006842,0.000000,-0.002220,2.1948,107.8354,0.500673
43218.3333,41.9573,25.1354,-0.0926,2.1938,0.0751,0.0000,-0.092247,-0.007330,0.003361,-0.010802,0.000755,-0.001500,0.003195,-0.006616,0.000000,-0.002177,2.1951,108.3361,0.500684
43218.4167,42.1401,25.1415,-0.0926,2.1941,0.0726,0.0000,-0.093156,-0.007255,0.003220,-0.010999,0.000895,-0.001684,0.003065,-0.006396,0.000000,-0.002149,2.1953,108.8367,0.500695
43218.5000,42.3230,25.1475,-0.0926,2.1944,0.0700,0.0000,-0.094080,-0.007169,0.003065,-0.011193,0.001033,-0.001863,0.002944,-0.006180,0.000000,-0.002135,2.1956,109.3375,0.500705
43218.5833,42.5059,25.1532,-0.0926,2.1948,0.0675,0.0000,-0.095022,-0.007072,0.002895,-0.011388,0.001169,-0.002035,0.002833,-0.005966,0.000000,-0.002137,2.1958,109.8382,0.500715
43218.6667,42.6888,25.1587,-0.0926,2.1950,0.0649,0.0000,-0.095979,-0.006963,0.002712,-0.011584,0.001302,-0.002201,0.002732,-0.005753,0.000000,-0.002154,2.1960,110.3389,0.500724
43218.7500,42.8717,25.1640,-0.0926,2.1953,0.0622,0.0000,-0.096953,-0.006844,0.002515,-0.011782,0.001431,-0.002359,0.002639,-0.005537,0.000000,-0.002187,2.1962,110.8396,0.500734
43218.8333,43.0547,25.1691,-0.0926,2.1956,0.0596,0.0000,-0.097943,-0.006714,0.002306,-0.011984,0.001557,-0.002509,0.002557,-0.005318,0.000000,-0.002237,2.1964,111.3404,0.500743
43218.9167,43.2376,25.1739,-0.0926,2.1956,0.0570,0.0000,-0.098951,-0.006574,0.002085,-0.012190,0.001678,-0.002651,-0.001228,-0.004727,0.000000,-0.002278,2.1963,111.8411,0.500738
43219.0000,43.4206,25.1786,-0.0926,2.1946,0.0544,0.0000,-0.099975,-0.006425,0.001853,-0.012398,0.001795,-0.002784,-0.011801,-0.003450,0.000000,-0.002270,2.1953,112.3418,0.500694
43219.0833,43.6034,25.1830,-0.0926,2.1924,0.0520,0.0000,-0.101017,-0.006266,0.001611,-0.012604,0.001908,-0.002907,-0.027553,-0.001640,0.000000,-0.002186,2.1930,112.8424,0.500593
43219.1667,43.7859,25.1873,-0.0926,2.1885,0.0497,0.0000,-0.102076,-0.006098,0.001360,-0.012800,0.002016,-0.003019,-0.047131,0.000572,0.000000,-0.002018,2.1890,113.3428,0.500419
43219.2500,43.9680,25.1913,-0.0926,2.1827,0.0476,0.0000,-0.103151,-0.005921,0.001100,-0.012981,0.002119,-0.003119,-0.069412,0.003074,0.000000,-0.001768,2.1832,113.8430,0.500165
43219.3333,44.1496,25.1952,-0.0926,2.1749,0.0457,0.0000,-0.104240,-0.005736,0.000833,-0.013141,0.002218,-0.003205,-0.093473,0.005768,0.000000,-0.001443,2.1754,114.3428,0.499823
43219.4167,44.3304,25.1989,-0.0926,2.1650,0.0440,0.0000,-0.105341,-0.005544,0.000560,-0.013276,0.002312,-0.003276,-0.118564,0.008578,0.000000,-0.001061,2.1654,114.8422,0.499392
43219.5000,44.5103,25.2025,-0.0926,2.1529,0.0426,0.0000,-0.106453,-0.005343,0.000282,-0.013381,0.002403,-0.003330,-0.144083,0.011437,0.000000,-0.000642,2.1534,115.3411,0.498870
43219.5833,44.6891,25.2060,-0.0926,2.1387,0.0414,0.0000,-0.107572,-0.005136,0.000002,-0.013457,0.002489,-0.003366,-0.169557,0.014296,0.000000,-0.000207,2.1392,115.8393,0.498260
43219.6667,44.8667,25.2095,-0.0926,2.1225,0.0404,0.0000,-0.108696,-0.004922,-0.000280,-0.013503,0.002573,-0.003381,-0.194620,0.017117,0.000000,0.000219,2.1228,116.3369,0.497564
43219.7500,45.0428,25.2128,-0.0926,2.1041,0.0397,0.0000,-0.109823,-0.004701,-0.000561,-0.013523,0.002653,-0.003375,-0.219000,0.019873,0.000000,0.000612,2.1045,116.8337,0.496788
43219.8333,45.2173,25.2161,-0.0926,2.0838,0.0392,0.0000,-0.110951,-0.004473,-0.000840,-0.013522,0.002732,-0.003346,-0.242502,0.022547,0.000000,0.000947,2.0842,117.3296,0.495937
43219.9167,45.3900,25.2193,-0.0926,2.0616,0.0390,0.0000,-0.112079,-0.004239,-0.001115,-0.013505,0.002809,-0.003294,-0.264993,0.025130,0.000000,0.001202,2.0619,117.8246,0.495016
43220.0000,45.5608,25.2226,-0.0926,2.0376,0.0390,0.0000,-0.113204,-0.003998,-0.001383,-0.013481,0.002886,-0.003218,-0.286395,0.027620,0.000000,0.001355,2.0379,118.3187,0.494032
43220.0833,45.7295,25.2259,-0.0926,2.0119,0.0393,0.0000,-0.114328,-0.003751,-0.001643,-0.013462,0.002962,-0.003118,-0.306673,0.030023,0.000000,0.001385,2.0122,118.8116,0.492991
43220.1667,45.8960,25.2292,-0.0926,1.9846,0.0397,0.0000,-0.115451,-0.003498,-0.001892,-0.013458,0.003040,-0.002994,-0.325825,0.032348,0.000000,0.001274,1.9850,119.3035,0.491900
43220.2500,46.0602,25.2325,-0.0926,1.9557,0.0404,0.0000,-0.116575,-0.003238,-0.002129,-0.013483,0.003119,-0.002846,-0.343878,0.034609,0.000000,0.001006,1.9561,119.7943,0.490765
43220.3333,46.2219,25.2359,-0.0926,1.9255,0.0413,0.0000,-0.117703,-0.002972,-0.002352,-0.013551,0.003201,-0.002675,-0.360880,0.036824,0.000000,0.000566,1.9259,120.2839,0.489592
43220.4167,46.3811,25.2394,-0.0926,1.8939,0.0424,0.0000,-0.118840,-0.002698,-0.002559,-0.013678,0.003286,-0.002483,-0.376898,0.039013,0.000000,-0.000061,1.8944,120.7723,0.488387
43220.5000,46.5375,25.2430,-0.0926,1.8611,0.0437,0.0000,-0.119990,-0.002416,-0.002748,-0.013881,0.003375,-0.002269,-0.392008,0.041199,0.000000,-0.000885,1.8616,121.2594,0.487154
